ticket,symbol,side,opened_utc,closed_utc,minutes,tactic,regime,score,tier,net_money,commission,realised_r,mfe_r,mae_r,exit_reason,final_state
1942708987,XAUGBP,BUY,2026-09-18T06:57:12+00:00,2026-09-18T08:11:26.460618+00:00,74.2,TREND_PULLBACK,TREND,60.6,NORMAL,-0.24,-0.06,-0.0489,1.3125,0.5761,[sl 3285.41],REVERSAL
1942711480,XAUEUR,BUY,2026-09-18T06:58:17+00:00,2026-09-18T08:14:53.851135+00:00,76.6,TREND_PULLBACK,TREND,64.3,NORMAL,-4.12,-0.06,-1.0172,0.8602,1.0172,[sl 3821.47],REVERSAL
1942730711,AUDJPY,SELL,2026-09-18T07:05:02+00:00,2026-09-18T07:14:23.102948+00:00,9.3,SESSION_EXPANSION,TREND,61.3,NORMAL,-3.12,-0.5,-0.581,1.0286,0.581,[sl 111.857],NORMAL_FLOW
1942751431,XAUUSD,SELL,2026-09-18T07:14:28+00:00,2026-09-18T07:29:37.278190+00:00,15.2,BREAKOUT_RETEST,TREND,73.7,STRONG,-4.91,-0.06,-1.0031,0.0263,1.0031,[sl 4395.76],INITIAL
1942762848,XAUJPY,BUY,2026-09-18T07:18:47+00:00,2026-09-18T07:51:29.216293+00:00,32.7,SESSION_EXPANSION,TREND,70.7,STRONG,11.53,-0.06,2.6086,2.6086,0.1123,[tp 692561],NORMAL_FLOW
1942803516,EURJPY,BUY,2026-09-18T07:37:50+00:00,2026-09-18T08:11:43.080405+00:00,33.9,BREAKOUT_RETEST,TREND,60.5,NORMAL,8.44,-0.22,2.375,2.375,0.0469,[tp 181.130],NORMAL_FLOW
1942818173,EURNZD,BUY,2026-09-18T07:44:53+00:00,2026-09-18T08:06:11.269800+00:00,21.3,BREAKOUT_RETEST,TREND,87.7,EXCEPTIONAL,-5.62,-0.72,-0.9778,0.3667,1.0222,[sl 2.00761],INITIAL
1942877313,NZDJPY,BUY,2026-09-18T08:09:06+00:00,2026-09-18T09:13:12.453501+00:00,64.1,BREAKOUT_RETEST,TREND,74.0,STRONG,2.1,-0.82,0.4141,1.2828,0.1919,[sl 90.225],NORMAL_FLOW
1942915834,UK100,SELL,2026-09-18T08:23:23+00:00,2026-09-18T08:39:25.295572+00:00,16.0,BREAKOUT_RETEST,TREND,86.1,EXCEPTIONAL,-4.96,0.0,-1.0164,0.5984,1.0164,[sl 10741.70],PROVING
1943054929,XAUEUR,BUY,2026-09-18T09:27:18+00:00,2026-09-18T09:38:45.488303+00:00,11.4,LIQUIDITY_SWEEP_REVERSAL,HIGH_VOL,62.9,NORMAL,-3.19,-0.06,-1.0196,0.6723,1.0196,[sl 3816.38],REVERSAL
1943151662,XAUCHF,BUY,2026-09-18T10:08:11+00:00,2026-09-18T10:40:48.327267+00:00,32.6,BREAKOUT_RETEST,TREND,62.8,NORMAL,3.29,-0.06,0.8463,1.1124,0.133,[sl 3614.77],DECAY
1943166475,XAUJPY,BUY,2026-09-18T10:19:51+00:00,2026-09-18T10:52:45.131430+00:00,32.9,BREAKOUT_RETEST,SQUEEZE,62.7,NORMAL,-3.65,-0.06,-1.0067,0.7137,1.0067,[sl 691191],REVERSAL
1943391187,US30,SELL,2026-09-18T11:56:08+00:00,2026-09-18T12:05:03.214837+00:00,8.9,BREAKOUT_RETEST,TREND,60.8,NORMAL,-1.38,0.0,-0.3595,1.2896,0.3595,[sl 51749.56],NORMAL_FLOW
1943433889,UK100,SELL,2026-09-18T12:05:57+00:00,2026-09-18T12:35:23.707993+00:00,29.4,BREAKOUT_RETEST,TREND,79.1,STRONG,0.48,0.0,0.1257,1.6261,0.0943,[sl 10692.56],NORMAL_FLOW
1943507843,DE40,SELL,2026-09-18T12:25:36+00:00,2026-09-18T12:33:39.325398+00:00,8.1,MOMENTUM_CONTINUATION,TREND,73.0,STRONG,-2.75,0.0,-1.0293,0.0,1.0293,[sl 25408.59],INITIAL
1944372401,GBPCAD,BUY,2026-09-18T16:34:05+00:00,2026-09-18T17:46:10.931592+00:00,72.1,BREAKOUT_RETEST,TREND,83.5,EXCEPTIONAL,-0.37,-0.72,0.0769,1.1846,0.9846,[sl 1.87393],REVERSAL
1944415850,GBPUSD,BUY,2026-09-18T16:53:11+00:00,2026-09-18T17:55:43.208697+00:00,62.5,MOMENTUM_CONTINUATION,TREND,74.2,STRONG,2.44,-0.6,0.6981,1.717,0.566,[sl 1.33888],NORMAL_FLOW
1944438432,XAUUSD,BUY,2026-09-18T17:01:25+00:00,2026-09-18T17:34:17.518006+00:00,32.9,MOMENTUM_CONTINUATION,TREND,80.2,STRONG,5.17,-0.06,1.2722,1.2722,0.5045,[tp 4391.26],NORMAL_FLOW
1944643239,US30,BUY,2026-09-18T18:45:05+00:00,2026-09-18T19:19:08.258884+00:00,34.0,TREND_PULLBACK,TREND,69.0,NORMAL,1.84,0.0,0.6786,2.0412,0.0192,[sl 51691.08],NORMAL_FLOW
1944749341,US30,BUY,2026-09-18T19:59:03+00:00,2026-09-18T20:00:55.148538+00:00,1.8,LIQUIDITY_SWEEP_REVERSAL,HIGH_VOL,63.3,NORMAL,1.89,0.0,0.76,0.76,0.2013,[tp 51698.18],PROVING
