ticket,symbol,side,opened_utc,closed_utc,minutes,tactic,regime,score,tier,net_money,commission,realised_r,mfe_r,mae_r,exit_reason,final_state
1964676972,GBPJPY,SELL,2026-09-25T10:34:29+00:00,2026-09-25T10:40:16.890955+00:00,5.8,BREAKOUT_RETEST,TREND,63.9,NORMAL,-3.91,-0.28,-0.9935,0.085,0.9935,[sl 209.090],INITIAL
1964701355,CADJPY,SELL,2026-09-25T10:45:30+00:00,2026-09-25T11:15:03.585808+00:00,29.5,BREAKOUT_RETEST,TREND,61.7,NORMAL,5.51,-0.6,1.5676,1.5676,0.7838,[tp 111.484],NORMAL_FLOW
1964718903,US30,BUY,2026-09-25T10:54:37+00:00,2026-09-25T11:06:51.894530+00:00,12.2,BREAKOUT_RETEST,TREND,60.3,NORMAL,3.44,0.0,0.8803,0.8803,0.3938,[tp 51484.76],PROVING
1964729097,XAUEUR,BUY,2026-09-25T10:57:35+00:00,2026-09-25T11:20:32.885246+00:00,22.9,BREAKOUT_RETEST,TREND,62.4,NORMAL,-3.96,-0.06,-1.0112,0.1384,1.0112,[sl 3778.21],INITIAL
1964762749,AUDJPY,SELL,2026-09-25T11:07:59+00:00,2026-09-25T11:33:53.796743+00:00,25.8,BREAKOUT_RETEST,TREND,61.5,NORMAL,2.73,-0.66,0.831,0.8732,0.1408,[tp 110.849],PROVING
1964918764,EURJPY,SELL,2026-09-25T12:08:40+00:00,2026-09-25T12:26:36.137274+00:00,17.9,BREAKOUT_RETEST,TREND,60.1,NORMAL,-4.68,-0.5,-1.0319,0.4468,1.0319,[sl 179.828],INITIAL
1964996474,US30,BUY,2026-09-25T12:33:38+00:00,2026-09-25T12:44:21.172463+00:00,10.7,BREAKOUT_RETEST,TREND,66.3,NORMAL,-2.77,0.0,-0.9922,0.5082,0.9922,[sl 51475.11],REVERSAL
1965161632,GBPJPY,SELL,2026-09-25T13:22:27+00:00,2026-09-25T13:32:08.688296+00:00,9.6,MOMENTUM_CONTINUATION,HIGH_VOL,72.5,STRONG,-0.27,-0.56,0.0462,2.4154,0.4231,[sl 208.314],NORMAL_FLOW
1965168319,XAUCHF,BUY,2026-09-25T13:24:01+00:00,2026-09-25T13:28:55.078200+00:00,4.9,SESSION_EXPANSION,SQUEEZE,71.5,STRONG,-3.77,-0.06,-1.0049,0.1108,1.0049,[sl 3547.75],REVERSAL
1965252654,UK100,SELL,2026-09-25T13:40:56+00:00,2026-09-25T13:52:00.244911+00:00,11.0,BREAKOUT_RETEST,SQUEEZE,66.8,NORMAL,-2.04,0.0,-0.6312,1.151,0.9406,[sl 10692.37],NORMAL_FLOW
