ticket,symbol,side,opened_utc,closed_utc,minutes,tactic,regime,score,tier,net_money,commission,realised_r,mfe_r,mae_r,exit_reason,final_state
1951358341,US30,SELL,2026-09-22T07:51:53+00:00,2026-09-22T08:25:25.878391+00:00,33.5,BREAKOUT_RETEST,TREND,74.5,STRONG,-1.68,0.0,-0.3435,1.5486,0.6501,[sl 51950.37],NORMAL_FLOW
1951424035,XAUCHF,SELL,2026-09-22T08:05:59+00:00,2026-09-22T08:31:03.674527+00:00,25.1,SESSION_EXPANSION,TREND,62.0,NORMAL,6.58,-0.06,1.4857,1.4857,0.8469,[tp 3532.41],NORMAL_FLOW
1951528929,GBPUSD,SELL,2026-09-22T08:31:32+00:00,2026-09-22T08:38:33.338009+00:00,7.0,MOMENTUM_CONTINUATION,HIGH_VOL,81.1,STRONG,-4.81,-0.6,-1.0,0.0,1.0,[sl 1.33363],INITIAL
1951577567,USDCHF,SELL,2026-09-22T08:39:56+00:00,2026-09-22T08:41:33.181615+00:00,1.6,LIQUIDITY_SWEEP_REVERSAL,HIGH_VOL,61.7,NORMAL,3.82,-0.6,1.0732,1.0732,0.0488,[tp 0.82111],DECAY
1951599710,GBPJPY,SELL,2026-09-22T08:42:06+00:00,2026-09-22T08:43:32.288219+00:00,1.4,MOMENTUM_CONTINUATION,HIGH_VOL,81.6,STRONG,-4.58,-0.38,-1.1053,1.2719,1.1053,[sl 210.019],STRONG_FLOW
1951630457,USDJPY,SELL,2026-09-22T08:46:52+00:00,2026-09-22T08:50:07.684263+00:00,3.2,MOMENTUM_CONTINUATION,HIGH_VOL,76.9,STRONG,6.2,-0.5,1.8571,1.8571,0.5476,[tp 157.002],STRONG_FLOW
1951637510,EURJPY,SELL,2026-09-22T08:48:06+00:00,2026-09-22T08:49:38.256674+00:00,1.5,MOMENTUM_CONTINUATION,HIGH_VOL,73.9,STRONG,6.6,-0.72,1.1132,1.1132,0.0566,[tp 179.862],STRONG_FLOW
1951643052,AUDJPY,SELL,2026-09-22T08:49:09+00:00,2026-09-22T08:59:15.460365+00:00,10.1,MOMENTUM_CONTINUATION,HIGH_VOL,80.4,STRONG,-5.18,-0.72,-1.0286,0.3571,1.0286,[sl 111.729],INITIAL
1951653289,USDJPY,SELL,2026-09-22T08:50:28+00:00,2026-09-22T08:56:08.399363+00:00,5.7,MOMENTUM_CONTINUATION,TREND,75.2,STRONG,-4.49,-0.5,-1.0,1.1613,1.0,[sl 157.082],STRONG_FLOW
1951687774,CADJPY,SELL,2026-09-22T08:55:36+00:00,2026-09-22T09:00:05.062187+00:00,4.5,MOMENTUM_CONTINUATION,TREND,79.2,STRONG,-4.8,-0.56,-1.0349,0.0581,1.0349,[sl 111.971],INITIAL
1951691969,EURUSD,SELL,2026-09-22T08:56:39+00:00,2026-09-22T09:15:27.801876+00:00,18.8,SESSION_EXPANSION,TREND,68.8,NORMAL,2.73,-0.56,0.7586,2.0345,0.3793,[sl 1.14553],NORMAL_FLOW
1951697006,EURJPY,SELL,2026-09-22T08:57:44+00:00,2026-09-22T09:11:01.169772+00:00,12.9,MOMENTUM_CONTINUATION,TREND,71.7,STRONG,-4.11,-0.38,-1.0,0.1754,1.0,broker stop or target,INITIAL
1951703605,NZDJPY,SELL,2026-09-22T08:58:49+00:00,2026-09-22T08:59:57.627329+00:00,1.1,MOMENTUM_CONTINUATION,TREND,77.0,STRONG,-4.89,-0.66,-1.0,0.0,1.0,[sl 90.230],REVERSAL
1951747813,CHFJPY,SELL,2026-09-22T09:05:08+00:00,2026-09-22T09:17:08.578865+00:00,11.9,MOMENTUM_CONTINUATION,TREND,73.4,STRONG,-4.06,-0.28,-1.0063,0.0886,1.0063,[sl 191.574],INITIAL
1952686752,US30,BUY,2026-09-22T13:02:03+00:00,2026-09-22T13:03:27.227686+00:00,1.3,MOMENTUM_CONTINUATION,HIGH_VOL,73.8,STRONG,-5.79,0.0,-1.1477,1.1951,1.1477,[sl 52302.98],STRONG_FLOW
1953165535,CHFJPY,SELL,2026-09-22T14:33:59+00:00,2026-09-22T14:40:18.960185+00:00,6.2,BREAKOUT_RETEST,HIGH_VOL,75.8,STRONG,-7.25,-0.94,-1.0,0.2821,1.0,[sl 191.680],INITIAL
1953391577,EURUSD,SELL,2026-09-22T15:19:14+00:00,2026-09-22T15:32:11.503154+00:00,12.9,LIQUIDITY_SWEEP_REVERSAL,HIGH_VOL,77.2,STRONG,3.12,-0.66,1.0244,1.0244,0.6098,[tp 1.14374],NORMAL_FLOW
1953464764,UK100,SELL,2026-09-22T15:40:19+00:00,2026-09-22T15:58:12.596624+00:00,17.9,BREAKOUT_RETEST,TREND,60.2,NORMAL,-3.36,0.0,-1.0099,0.3427,1.0099,[sl 10718.29],INITIAL
1953493009,GBPUSD,SELL,2026-09-22T15:48:44+00:00,2026-09-22T17:00:54.383436+00:00,62.3,BREAKOUT_RETEST,TREND,66.7,NORMAL,-4.31,-0.56,-1.0,0.74,1.0,[sl 1.33302],PROVING
1953788967,XAUEUR,BUY,2026-09-22T17:32:34+00:00,2026-09-22T18:05:14.742860+00:00,32.8,BREAKOUT_RETEST,SQUEEZE,66.5,NORMAL,9.95,-0.06,-1.0,0.8976,1.0,broker stop or target,PROVING
